trade_date,symbol,return,gap_days,prev_date,series,class,detail
2013-08-23,BIRLAPOWER,0.3333333333333335,1,2013-08-22,BE,,
2020-03-25,SPYL,0.3333333333333335,1,2020-03-24,BE,,
2013-07-01,BIRLAPOWER,0.3333333333333335,3,2013-06-28,EQ,,
2013-07-05,BIRLAPOWER,0.3333333333333335,1,2013-07-04,EQ,,
2013-07-12,BIRLAPOWER,0.3333333333333335,1,2013-07-11,EQ,,
2015-04-29,VKSPL,0.3333333333333335,1,2015-04-28,EQ,,
2015-08-31,KSERASERA,0.3333333333333335,3,2015-08-28,EQ,,
2018-09-24,KSERASERA,0.3333333333333335,3,2018-09-21,BE,,
2019-03-06,KSERASERA,0.3333333333333335,1,2019-03-05,BE,,
2019-03-11,KSERASERA,0.3333333333333335,3,2019-03-08,BE,,
2015-09-15,KSERASERA,0.3333333333333335,1,2015-09-14,EQ,,
2015-09-24,KSERASERA,0.3333333333333335,1,2015-09-23,EQ,,
2015-10-01,KSERASERA,0.3333333333333335,1,2015-09-30,EQ,,
2018-12-19,KSERASERA,0.3333333333333335,1,2018-12-18,BE,,
2017-06-30,LCCINFOTEC,0.3333333333333335,1,2017-06-29,BE,,
2018-09-26,KSERASERA,0.3333333333333335,1,2018-09-25,BE,,
2015-10-27,KSERASERA,0.3333333333333335,1,2015-10-26,EQ,,
2015-10-29,KSERASERA,0.3333333333333335,1,2015-10-28,EQ,,
2015-11-09,KSERASERA,0.3333333333333335,3,2015-11-06,EQ,,
2018-10-03,KSERASERA,0.3333333333333335,2,2018-10-01,BE,,
2015-11-16,KSERASERA,0.3333333333333335,3,2015-11-13,BE,,
2016-03-31,KSERASERA,0.3333333333333335,1,2016-03-30,EQ,,
2016-06-07,KSERASERA,0.3333333333333335,1,2016-06-06,EQ,,
2016-06-09,KSERASERA,0.3333333333333335,1,2016-06-08,EQ,,
2016-06-13,KSERASERA,0.3333333333333335,3,2016-06-10,EQ,,
2018-12-21,KSERASERA,0.3333333333333335,1,2018-12-20,BE,,
2016-06-16,KSERASERA,0.3333333333333335,1,2016-06-15,EQ,,
2016-07-25,KSERASERA,0.3333333333333335,3,2016-07-22,EQ,,
2016-07-27,KSERASERA,0.3333333333333335,1,2016-07-26,EQ,,
2016-08-12,KSERASERA,0.3333333333333335,1,2016-08-11,EQ,,
2016-08-17,KSERASERA,0.3333333333333335,1,2016-08-16,EQ,,
2016-08-23,KSERASERA,0.3333333333333335,1,2016-08-22,EQ,,
2016-08-29,KSERASERA,0.3333333333333335,3,2016-08-26,EQ,,
2019-08-27,INTEGRA,0.3333333333333335,1,2019-08-26,BE,,
2016-08-31,KSERASERA,0.3333333333333335,1,2016-08-30,EQ,,
2019-09-25,INTEGRA,0.3333333333333335,1,2019-09-24,BE,,
2015-09-10,KSERASERA,0.3333333333333335,1,2015-09-09,EQ,,
2016-09-14,KSERASERA,0.3333333333333335,2,2016-09-12,EQ,,
2016-09-21,KSERASERA,0.3333333333333335,1,2016-09-20,EQ,,
2016-09-27,KSERASERA,0.3333333333333335,1,2016-09-26,EQ,,
2016-10-04,KSERASERA,0.3333333333333335,1,2016-10-03,EQ,,
2016-10-30,KSERASERA,0.3333333333333335,2,2016-10-28,EQ,,
2016-11-09,KSERASERA,0.3333333333333335,1,2016-11-08,EQ,,
2016-11-15,KSERASERA,0.3333333333333335,4,2016-11-11,EQ,,
2016-11-17,KSERASERA,0.3333333333333335,1,2016-11-16,EQ,,
2016-11-23,KSERASERA,0.3333333333333335,1,2016-11-22,EQ,,
2016-11-30,KSERASERA,0.3333333333333335,1,2016-11-29,EQ,,
2016-12-05,KSERASERA,0.3333333333333335,3,2016-12-02,EQ,,
2016-12-08,KSERASERA,0.3333333333333335,1,2016-12-07,EQ,,
2016-12-13,KSERASERA,0.3333333333333335,1,2016-12-12,EQ,,
2018-11-15,KSERASERA,0.3333333333333335,1,2018-11-14,EQ,,
2016-12-19,KSERASERA,0.3333333333333335,3,2016-12-16,EQ,,
2018-12-26,KSERASERA,0.3333333333333335,2,2018-12-24,BE,,
2014-12-24,SOUISPAT,0.3333333333333335,1,2014-12-23,BE,,
2014-12-29,SOUISPAT,0.3333333333333335,3,2014-12-26,BE,,
2015-01-02,SOUISPAT,0.3333333333333335,1,2015-01-01,BE,,
2018-11-19,KSERASERA,0.3333333333333335,3,2018-11-16,EQ,,
2018-12-05,KSERASERA,0.3333333333333335,1,2018-12-04,BE,,
2015-01-09,SOUISPAT,0.3333333333333335,1,2015-01-08,EQ,,
2016-12-21,KSERASERA,0.3333333333333335,1,2016-12-20,EQ,,
2016-12-28,KSERASERA,0.3333333333333335,1,2016-12-27,EQ,,
2017-01-03,KSERASERA,0.3333333333333335,1,2017-01-02,EQ,,
2017-01-11,KSERASERA,0.3333333333333335,1,2017-01-10,BE,,
2017-11-24,KSERASERA,0.3333333333333335,1,2017-11-23,BE,,
2026-06-15,SHAH-RE1,0.3333333333333335,3,2026-06-12,BE,,
2017-01-17,KSERASERA,0.3333333333333335,1,2017-01-16,BE,,
2019-02-11,KSERASERA,0.3333333333333335,3,2019-02-08,EQ,,
2017-01-25,KSERASERA,0.3333333333333335,1,2017-01-24,BE,,
2017-01-31,KSERASERA,0.3333333333333335,1,2017-01-30,BE,,
2017-02-10,KSERASERA,0.3333333333333335,1,2017-02-09,BE,,
2015-01-20,SOUISPAT,0.3333333333333335,1,2015-01-19,EQ,,
2017-03-27,KSERASERA,0.3333333333333335,3,2017-03-24,EQ,,
2015-01-28,SOUISPAT,0.3333333333333335,1,2015-01-27,EQ,,
2020-05-07,KSERASERA,0.3333333333333335,1,2020-05-06,BE,,
2017-03-31,KSERASERA,0.3333333333333335,1,2017-03-30,BE,,
2020-05-20,KSERASERA,0.3333333333333335,1,2020-05-19,BE,,
2020-05-22,KSERASERA,0.3333333333333335,1,2020-05-21,BE,,
2020-05-27,KSERASERA,0.3333333333333335,1,2020-05-26,BE,,
2020-06-01,KSERASERA,0.3333333333333335,3,2020-05-29,BE,,
2017-04-05,KSERASERA,0.3333333333333335,2,2017-04-03,BE,,
2017-04-12,KSERASERA,0.3333333333333335,1,2017-04-11,BE,,
2017-04-17,KSERASERA,0.3333333333333335,4,2017-04-13,BE,,
2017-04-20,KSERASERA,0.3333333333333335,1,2017-04-19,BE,,
2017-04-26,KSERASERA,0.3333333333333335,1,2017-04-25,BE,,
2017-04-28,KSERASERA,0.3333333333333335,1,2017-04-27,BE,,
2017-05-05,KSERASERA,0.3333333333333335,1,2017-05-04,BE,,
2017-05-11,KSERASERA,0.3333333333333335,1,2017-05-10,BE,,
2018-12-31,KSERASERA,0.3333333333333335,3,2018-12-28,BE,,
2019-01-08,KSERASERA,0.3333333333333335,1,2019-01-07,EQ,,
2018-12-03,KSERASERA,0.3333333333333335,3,2018-11-30,BE,,
2021-11-30,IHCL-RE,0.3333333333333335,1,2021-11-29,BE,,
2021-12-10,VECO-RE1,0.3333333333333335,1,2021-12-09,BE,,
2017-04-24,LCCINFOTEC,0.3333333333333335,3,2017-04-21,BE,,
2017-11-03,KSERASERA,0.3333333333333335,1,2017-11-02,EQ,,
2017-11-16,KSERASERA,0.3333333333333335,1,2017-11-15,BE,,
2017-11-22,KSERASERA,0.3333333333333335,1,2017-11-21,BE,,
2016-05-17,LCCINFOTEC,0.3333333333333335,1,2016-05-16,EQ,,
2017-12-01,KSERASERA,0.3333333333333335,1,2017-11-30,BE,,
2017-12-06,KSERASERA,0.3333333333333335,1,2017-12-05,BE,,
2017-12-13,KSERASERA,0.3333333333333335,1,2017-12-12,BE,,
2017-12-15,KSERASERA,0.3333333333333335,1,2017-12-14,BE,,
2014-04-02,LCCINFOTEC,0.3333333333333335,1,2014-04-01,EQ,,
2017-12-20,KSERASERA,0.3333333333333335,1,2017-12-19,BE,,
2017-12-26,KSERASERA,0.3333333333333335,4,2017-12-22,BE,,
2017-12-29,KSERASERA,0.3333333333333335,1,2017-12-28,BE,,
2018-01-02,KSERASERA,0.3333333333333335,1,2018-01-01,BE,,
2014-05-06,LCCINFOTEC,0.3333333333333335,1,2014-05-05,BE,,
2018-03-26,KSERASERA,0.3333333333333335,3,2018-03-23,BE,,
2018-04-03,KSERASERA,0.3333333333333335,1,2018-04-02,BE,,
2014-05-23,LCCINFOTEC,0.3333333333333335,1,2014-05-22,BE,,
2018-06-20,KSERASERA,0.3333333333333335,1,2018-06-19,BE,,
2018-07-03,KSERASERA,0.3333333333333335,1,2018-07-02,BE,,
2018-07-12,KSERASERA,0.3333333333333335,1,2018-07-11,BE,,
2018-07-16,KSERASERA,0.3333333333333335,3,2018-07-13,BE,,
2018-07-25,KSERASERA,0.3333333333333335,1,2018-07-24,BE,,
2018-07-30,KSERASERA,0.3333333333333335,3,2018-07-27,BE,,
2018-08-02,KSERASERA,0.3333333333333335,1,2018-08-01,BE,,
2018-08-06,KSERASERA,0.3333333333333335,3,2018-08-03,BE,,
2016-03-31,LCCINFOTEC,0.3333333333333335,1,2016-03-30,EQ,,
2018-08-13,KSERASERA,0.3333333333333335,3,2018-08-10,BE,,
2018-09-07,KSERASERA,0.3333333333333335,1,2018-09-06,BE,,
2018-09-12,KSERASERA,0.3333333333333335,1,2018-09-11,BE,,
2018-09-17,KSERASERA,0.3333333333333335,3,2018-09-14,BE,,
2016-09-07,KSERASERA,0.3333333333333335,1,2016-09-06,EQ,,
2017-12-27,RCOM,0.33488372093023244,1,2017-12-26,EQ,,
2017-10-25,BANKINDIA,0.3411597296335822,1,2017-10-24,EQ,,
2017-10-25,UNIONBANK,0.3417047184170472,1,2017-10-24,EQ,,
2013-08-05,FINANTECH,0.34305084745762704,3,2013-08-02,EQ,,
2013-07-15,OPTOCIRCUI,0.3442982456140349,3,2013-07-12,EQ,,
2012-11-12,MCDOWELL-N,0.34726203601617045,3,2012-11-09,EQ,,
2021-04-13,KDDL-RE,0.3488231744115873,1,2021-04-12,BE,,
2019-06-20,RELINFRA,0.3493552168815943,1,2019-06-19,EQ,,
2025-05-13,MAXIND-RE,0.3495854063018242,1,2025-05-12,BE,,
2026-02-01,SILGO-RE1,0.3509933774834437,2,2026-01-30,BE,,
2025-07-30,VALIANT-RE,0.35486891385767794,1,2025-07-29,BE,,
2020-03-11,YESBANK,0.35529411764705876,2,2020-03-09,EQ,,
2024-07-10,BHANDA-RE1,0.35593220338983067,1,2024-07-09,BE,,
2017-12-20,RCOM,0.3568627450980393,1,2017-12-19,EQ,,
2019-11-19,IDEA,0.3595505617977528,1,2019-11-18,EQ,,
2021-09-23,PRAXIS-RE,0.36294416243654837,1,2021-09-22,BE,,
2022-11-29,COMP-RE,0.36585365853658547,1,2022-11-28,BE,,
2010-10-05,RELMEDIA,0.36773289750175087,1,2010-10-04,EQ,,
2023-10-04,BHANDA-RE,0.368421052631579,1,2023-10-03,BE,,
2012-04-03,NAGAROIL,0.36936936936936937,1,2012-04-02,EQ,,
2024-06-03,KEEPLN-RE,0.37037037037037024,3,2024-05-31,BE,,
2022-04-28,ASIAN-RE1,0.37362637362637363,1,2022-04-27,BE,,
2020-08-03,REFEX-RE,0.37428571428571433,3,2020-07-31,BE,,
2024-06-04,MGEL-RE,0.375,1,2024-06-03,BE,,
2024-04-03,BALKRI-RE,0.375,1,2024-04-02,BE,,
2023-06-15,DIL-RE,0.375,1,2023-06-14,BE,,
2019-02-07,ANKITMETAL,0.375,1,2019-02-06,BE,,
2021-11-11,VLIFE-RE1,0.375,1,2021-11-10,BE,,
2018-05-07,PCJEWELLER,0.37560835957629535,3,2018-05-04,EQ,,
2023-02-28,CGCL-RE,0.3775205377147124,1,2023-02-27,BE,,
2023-06-19,DIL-RE,0.3793103448275863,3,2023-06-16,BE,,
2024-06-26,KSHITI-RE,0.3799999999999999,1,2024-06-25,BE,,
2021-11-30,BGEAR-RE,0.3800792864222,1,2021-11-29,BE,,
2024-07-16,INVENT-RE,0.3846153846153846,1,2024-07-15,BE,,
2023-09-20,NGIL-RE1,0.3846153846153846,2,2023-09-18,BE,,
2025-01-29,GLOBE-RE1,0.38596491228070184,1,2025-01-28,BE,,
2024-04-04,BALKRI-RE,0.38636363636363624,1,2024-04-03,BE,,
2024-06-12,ESSEN-RE2,0.38636363636363624,1,2024-06-11,BE,,
2017-10-25,CANBK,0.3872595395774201,1,2017-10-24,EQ,,
2024-01-31,SKIPPER-RE,0.3876337693222356,1,2024-01-30,BE,,
2024-02-16,NAGREE-RE,0.38888888888888884,1,2024-02-15,BE,,
2024-07-18,INVENT-RE,0.38888888888888884,2,2024-07-16,BE,,
2021-01-27,URJA-RE,0.3896103896103895,2,2021-01-25,BE,,
2021-07-30,MEGA-RE,0.3898305084745761,1,2021-07-29,BE,,
2025-01-28,GLOBE-RE1,0.3902439024390243,1,2025-01-27,BE,,
2022-11-25,COMP-RE,0.39130434782608714,1,2022-11-24,BE,,
2020-07-28,REFEX-RE,0.39130434782608714,1,2020-07-27,BE,,
2023-03-17,GOKUL-RE,0.39247311827956977,1,2023-03-16,BE,,
2021-01-28,URJA-RE,0.39252336448598135,1,2021-01-27,BE,,
2024-12-26,AVON-RE,0.3930753564154785,2,2024-12-24,BE,,
2024-02-15,MAGNUM-RE,0.3931623931623933,1,2024-02-14,BE,,
2020-03-26,BANDHANBNK,0.39321486268174466,1,2020-03-25,EQ,,
2024-04-05,BALKRI-RE,0.39344262295081966,1,2024-04-04,BE,,
2024-06-13,ESSEN-RE2,0.39344262295081966,1,2024-06-12,BE,,
2023-01-02,AKG-RE,0.39357429718875525,3,2022-12-30,BE,,
2025-07-15,ASTEC-RE,0.39393939393939403,1,2025-07-14,BE,,
2022-01-05,BEARD-RE,0.39534883720930236,1,2022-01-04,BE,,
2024-06-28,KSHITI-RE,0.39534883720930236,1,2024-06-27,BE,,
2020-08-05,SPENCER-RE,0.3959390862944163,1,2020-08-04,BE,,
2020-07-31,GDL-RE,0.39639639639639634,1,2020-07-30,BE,,
2025-07-15,MIRC-RE,0.3965087281795512,1,2025-07-14,BE,,
2020-07-30,REFEX-RE,0.3966480446927376,1,2020-07-29,BE,,
2020-08-14,SATIN-RE,0.39678284182305634,1,2020-08-13,BE,,
2020-08-13,SATIN-RE,0.3970037453183519,1,2020-08-12,BE,,
2023-08-09,BROOKS-RE,0.3971291866028708,1,2023-08-08,BE,,
2021-09-22,PRAXIS-RE,0.3971631205673758,1,2021-09-21,BE,,
2023-08-10,BROOKS-RE,0.3972602739726028,1,2023-08-09,BE,,
2022-01-03,BEARD-RE,0.3977272727272727,3,2021-12-31,BE,,
2022-01-03,SHIVAM-RE,0.3977272727272727,3,2021-12-31,BE,,
2022-01-18,SDBL-RE,0.3982558139534884,1,2022-01-17,BE,,
2022-01-04,BEARD-RE,0.39837398373983723,1,2022-01-03,BE,,
2022-01-04,SHIVAM-RE,0.39837398373983723,1,2022-01-03,BE,,
2020-07-29,REFEX-RE,0.3984374999999998,1,2020-07-28,BE,,
2025-07-16,ASTEC-RE,0.39855072463768115,1,2025-07-15,BE,,
2020-08-04,GDL-RE,0.39861751152073754,1,2020-08-03,BE,,
2026-01-23,SILGO-RE1,0.39864864864864846,1,2026-01-22,BE,,
2021-10-04,KIL-RE,0.3988095238095237,3,2021-10-01,BE,,
2024-12-24,AVON-RE,0.3988603988603989,1,2024-12-23,BE,,
2025-07-17,ASTEC-RE,0.39896373056994805,1,2025-07-16,BE,,
2022-11-04,HILTON-RE,0.39903846153846145,1,2022-11-03,BE,,
2022-01-19,SDBL-RE,0.39916839916839897,1,2022-01-18,BE,,
2025-04-17,FUSI-RE,0.39925834363411616,1,2025-04-16,BE,,
2025-04-21,FUSI-RE,0.3992932862190812,4,2025-04-17,BE,,
2024-02-01,SKIPPER-RE,0.39931448157669247,1,2024-01-31,BE,,
2020-09-25,RUSHIL-RE,0.39939024390243905,1,2020-09-24,BE,,
2021-11-29,BGEAR-RE,0.39944521497919583,3,2021-11-26,BE,,
2021-11-25,BGEAR-RE,0.3994565217391306,1,2021-11-24,BE,,
2021-04-12,KDDL-RE,0.399493243243243,3,2021-04-09,BE,,
2023-08-11,BROOKS-RE,0.39950980392156876,1,2023-08-10,BE,,
2026-01-22,SILGO-RE1,0.3995271867612291,1,2026-01-21,BE,,
2021-04-27,KDDL-RE,0.39954725523486156,1,2021-04-26,BE,,
2022-01-05,SHIVAM-RE,0.39970930232558133,1,2022-01-04,BE,,
2025-05-12,MAXIND-RE,0.39972144846796653,3,2025-05-09,BE,,
2021-09-14,ZEEL,0.3997859245383999,1,2021-09-13,EQ,,
2022-01-06,SHIVAM-RE,0.3997923156801664,1,2022-01-05,BE,,
2021-04-16,KDDL-RE,0.3998082454458294,1,2021-04-15,BE,,
2020-10-30,MOLDTEK-RE,0.3998153277931673,1,2020-10-29,BE,,
2020-10-29,MOLDTEK-RE,0.39982766049116747,1,2020-10-28,BE,,
2020-11-03,MOLDTEK-RE,0.3998743521281607,1,2020-11-02,BE,,
2021-04-28,KDDL-RE,0.39991912656692263,1,2021-04-27,BE,,
2026-06-19,RELTD-RE,0.3999230177059274,1,2026-06-18,BE,,
2020-11-02,MOLDTEK-RE,0.3999560246262095,3,2020-10-30,BE,,
2020-11-04,MOLDTEK-RE,0.39997756086615066,1,2020-11-03,BE,,
2020-08-07,SPENCER-RE,0.3999999999999999,1,2020-08-06,BE,,
2025-07-18,ASTEC-RE,0.3999999999999999,1,2025-07-17,BE,,
2020-08-06,SPENCER-RE,0.3999999999999999,1,2020-08-05,BE,,
2020-07-31,REFEX-RE,0.3999999999999999,1,2020-07-30,BE,,
2026-04-01,TIL-RE1,0.3999999999999999,2,2026-03-30,BE,,
2026-04-01,5PAISA-RE,0.3999999999999999,2,2026-03-30,BE,,
2025-08-19,CYBER-RE,0.3999999999999999,1,2025-08-18,BE,,
2024-06-14,ESSEN-RE2,0.3999999999999999,1,2024-06-13,BE,,
2020-08-03,GDL-RE,0.3999999999999999,3,2020-07-31,BE,,
2021-04-15,KDDL-RE,0.3999999999999999,2,2021-04-13,BE,,
2021-11-26,BGEAR-RE,0.3999999999999999,1,2021-11-25,BE,,
2022-01-06,BEARD-RE,0.40000000000000013,1,2022-01-05,BE,,
2020-02-19,IDEA,0.40000000000000013,1,2020-02-18,EQ,,
2025-08-18,DAVAN-RE1,0.40000000000000013,4,2025-08-14,BE,,
2021-04-19,KDDL-RE,0.40000000000000013,3,2021-04-16,BE,,
2025-02-25,THANG-RE,0.40000000000000013,1,2025-02-24,BE,,
2017-04-17,IBREALEST,0.40009447331128944,4,2017-04-13,EQ,,
2018-05-04,PCJEWELLER,0.43804034582132556,1,2018-05-03,EQ,,
2020-03-26,INDUSINDBK,0.4467308330567539,1,2020-03-25,EQ,,
2020-03-16,YESBANK,0.452054794520548,3,2020-03-13,EQ,,
2017-10-25,PNB,0.46201157742402343,1,2017-10-24,EQ,,
2024-10-28,MASKINVEST,0.46899951399014106,3,2024-10-25,BE,,
2017-01-20,LICNFNHGP,0.4808844507845935,2,2017-01-18,EQ,,
2014-11-18,VISESHINFO,0.4999999999999998,1,2014-11-17,EQ,,
2014-11-21,VISESHINFO,0.4999999999999998,1,2014-11-20,EQ,,
2014-12-10,VISESHINFO,0.4999999999999998,1,2014-12-09,EQ,,
2014-12-19,VISESHINFO,0.4999999999999998,1,2014-12-18,EQ,,
2014-12-24,VISESHINFO,0.4999999999999998,1,2014-12-23,EQ,,
2014-12-29,VISESHINFO,0.4999999999999998,3,2014-12-26,EQ,,
2014-12-31,VISESHINFO,0.4999999999999998,1,2014-12-30,EQ,,
2015-01-06,VISESHINFO,0.4999999999999998,1,2015-01-05,EQ,,
2015-01-08,VISESHINFO,0.4999999999999998,1,2015-01-07,EQ,,
2015-01-13,VISESHINFO,0.4999999999999998,1,2015-01-12,EQ,,
2015-01-16,VISESHINFO,0.4999999999999998,1,2015-01-15,EQ,,
2015-01-20,VISESHINFO,0.4999999999999998,1,2015-01-19,EQ,,
2015-01-27,VISESHINFO,0.4999999999999998,4,2015-01-23,EQ,,
2015-02-12,VISESHINFO,0.4999999999999998,1,2015-02-11,BE,,
2015-02-19,VISESHINFO,0.4999999999999998,1,2015-02-18,BE,,
2015-02-28,VISESHINFO,0.4999999999999998,1,2015-02-27,BE,,
2015-03-03,VISESHINFO,0.4999999999999998,1,2015-03-02,BE,,
2015-03-11,VISESHINFO,0.4999999999999998,1,2015-03-10,EQ,,
2015-03-16,VISESHINFO,0.4999999999999998,3,2015-03-13,EQ,,
2015-03-25,VISESHINFO,0.4999999999999998,1,2015-03-24,EQ,,
2015-04-06,VISESHINFO,0.4999999999999998,5,2015-04-01,EQ,,
2015-04-08,VISESHINFO,0.4999999999999998,1,2015-04-07,EQ,,
2015-04-10,VISESHINFO,0.4999999999999998,1,2015-04-09,EQ,,
2015-04-15,VISESHINFO,0.4999999999999998,2,2015-04-13,EQ,,
2015-04-17,VISESHINFO,0.4999999999999998,1,2015-04-16,EQ,,
2015-04-27,VISESHINFO,0.4999999999999998,3,2015-04-24,EQ,,
2015-04-29,VISESHINFO,0.4999999999999998,1,2015-04-28,EQ,,
2015-05-04,VISESHINFO,0.4999999999999998,4,2015-04-30,EQ,,
2015-05-18,VISESHINFO,0.4999999999999998,3,2015-05-15,EQ,,
2015-05-22,VISESHINFO,0.4999999999999998,1,2015-05-21,EQ,,
2015-06-08,VISESHINFO,0.4999999999999998,3,2015-06-05,EQ,,
2015-06-18,VISESHINFO,0.4999999999999998,1,2015-06-17,EQ,,
2015-06-26,VISESHINFO,0.4999999999999998,1,2015-06-25,EQ,,
2015-06-30,VISESHINFO,0.4999999999999998,1,2015-06-29,EQ,,
2015-07-02,VISESHINFO,0.4999999999999998,1,2015-07-01,EQ,,
2015-07-06,VISESHINFO,0.4999999999999998,3,2015-07-03,EQ,,
2015-07-09,VISESHINFO,0.4999999999999998,1,2015-07-08,EQ,,
2015-07-14,VISESHINFO,0.4999999999999998,1,2015-07-13,EQ,,
2015-08-03,VISESHINFO,0.4999999999999998,3,2015-07-31,EQ,,
2015-08-07,VISESHINFO,0.4999999999999998,1,2015-08-06,EQ,,
2016-01-04,VISESHINFO,0.4999999999999998,3,2016-01-01,EQ,,
2016-01-12,VISESHINFO,0.4999999999999998,1,2016-01-11,EQ,,
2016-01-19,VISESHINFO,0.4999999999999998,1,2016-01-18,EQ,,
2016-01-21,VISESHINFO,0.4999999999999998,1,2016-01-20,EQ,,
2016-02-02,VISESHINFO,0.4999999999999998,1,2016-02-01,EQ,,
2016-02-08,VISESHINFO,0.4999999999999998,3,2016-02-05,EQ,,
2016-02-11,VISESHINFO,0.4999999999999998,1,2016-02-10,BE,,
2016-06-02,VISESHINFO,0.4999999999999998,1,2016-06-01,BE,,
2016-07-04,VISESHINFO,0.4999999999999998,3,2016-07-01,EQ,,
2016-07-07,VISESHINFO,0.4999999999999998,2,2016-07-05,EQ,,
2016-07-12,VISESHINFO,0.4999999999999998,1,2016-07-11,EQ,,
2016-07-15,VISESHINFO,0.4999999999999998,1,2016-07-14,EQ,,
2016-07-20,VISESHINFO,0.4999999999999998,1,2016-07-19,EQ,,
2016-07-22,VISESHINFO,0.4999999999999998,1,2016-07-21,EQ,,
2016-07-26,VISESHINFO,0.4999999999999998,1,2016-07-25,EQ,,
2016-07-29,VISESHINFO,0.4999999999999998,1,2016-07-28,EQ,,
2016-08-02,VISESHINFO,0.4999999999999998,1,2016-08-01,EQ,,
2016-08-08,VISESHINFO,0.4999999999999998,3,2016-08-05,EQ,,
2016-08-12,VISESHINFO,0.4999999999999998,1,2016-08-11,BE,,
2016-09-27,VISESHINFO,0.4999999999999998,1,2016-09-26,EQ,,
2016-10-04,VISESHINFO,0.4999999999999998,1,2016-10-03,EQ,,
2016-10-07,VISESHINFO,0.4999999999999998,1,2016-10-06,EQ,,
2016-10-20,VISESHINFO,0.4999999999999998,1,2016-10-19,BE,,
2016-10-26,VISESHINFO,0.4999999999999998,1,2016-10-25,BE,,
2016-11-03,VISESHINFO,0.4999999999999998,1,2016-11-02,BE,,
2016-11-09,VISESHINFO,0.4999999999999998,1,2016-11-08,BE,,
2016-11-21,VISESHINFO,0.4999999999999998,3,2016-11-18,BE,,
2017-05-24,VISESHINFO,0.4999999999999998,1,2017-05-23,BE,,
2017-06-09,VISESHINFO,0.4999999999999998,1,2017-06-08,EQ,,
2017-06-15,VISESHINFO,0.4999999999999998,1,2017-06-14,EQ,,
2017-06-27,VISESHINFO,0.4999999999999998,4,2017-06-23,EQ,,
2017-06-29,VISESHINFO,0.4999999999999998,1,2017-06-28,EQ,,
2017-07-04,VISESHINFO,0.4999999999999998,1,2017-07-03,EQ,,
2017-07-06,VISESHINFO,0.4999999999999998,1,2017-07-05,EQ,,
2017-07-26,VISESHINFO,0.4999999999999998,1,2017-07-25,EQ,,
2017-07-28,VISESHINFO,0.4999999999999998,1,2017-07-27,EQ,,
2017-08-04,VISESHINFO,0.4999999999999998,1,2017-08-03,EQ,,
2018-01-12,VISESHINFO,0.4999999999999998,1,2018-01-11,EQ,,
2018-04-24,VISESHINFO,0.4999999999999998,1,2018-04-23,BE,,
2018-04-27,VISESHINFO,0.4999999999999998,1,2018-04-26,BE,,
2018-05-07,VISESHINFO,0.4999999999999998,3,2018-05-04,BE,,
2018-05-11,VISESHINFO,0.4999999999999998,1,2018-05-10,BE,,
2018-05-16,VISESHINFO,0.4999999999999998,1,2018-05-15,BE,,
2018-05-23,VISESHINFO,0.4999999999999998,1,2018-05-22,BE,,
2018-05-29,VISESHINFO,0.4999999999999998,1,2018-05-28,BE,,
2018-06-05,VISESHINFO,0.4999999999999998,1,2018-06-04,BE,,
2018-06-11,VISESHINFO,0.4999999999999998,3,2018-06-08,EQ,,
2018-06-14,VISESHINFO,0.4999999999999998,1,2018-06-13,EQ,,
2018-06-20,VISESHINFO,0.4999999999999998,1,2018-06-19,EQ,,
2018-08-16,VISESHINFO,0.4999999999999998,2,2018-08-14,EQ,,
2018-09-10,VISESHINFO,0.4999999999999998,3,2018-09-07,EQ,,
2018-11-09,VISESHINFO,0.4999999999999998,2,2018-11-07,EQ,,
2018-11-14,VISESHINFO,0.4999999999999998,1,2018-11-13,EQ,,
2018-07-06,UVSL,0.4999999999999998,1,2018-07-05,BE,,
2018-11-06,UVSL,0.4999999999999998,1,2018-11-05,EQ,,
2018-11-22,UVSL,0.4999999999999998,1,2018-11-21,BE,,
2018-11-29,UVSL,0.4999999999999998,1,2018-11-28,BE,,
2018-12-04,UVSL,0.4999999999999998,1,2018-12-03,BE,,
2018-12-10,UVSL,0.4999999999999998,3,2018-12-07,BE,,
2018-12-12,UVSL,0.4999999999999998,1,2018-12-11,BE,,
2018-12-18,UVSL,0.4999999999999998,1,2018-12-17,BE,,
2018-12-20,UVSL,0.4999999999999998,1,2018-12-19,BE,,
2018-12-27,UVSL,0.4999999999999998,1,2018-12-26,BE,,
2019-01-04,UVSL,0.4999999999999998,1,2019-01-03,BE,,
2019-01-11,UVSL,0.4999999999999998,1,2019-01-10,BE,,
2019-01-17,UVSL,0.4999999999999998,1,2019-01-16,BE,,
2019-01-24,UVSL,0.4999999999999998,1,2019-01-23,BE,,
2019-01-29,UVSL,0.4999999999999998,1,2019-01-28,BE,,
2019-01-31,UVSL,0.4999999999999998,1,2019-01-30,BE,,
2019-02-13,UVSL,0.4999999999999998,1,2019-02-12,BE,,
2019-02-20,UVSL,0.4999999999999998,1,2019-02-19,BE,,
2019-02-27,UVSL,0.4999999999999998,1,2019-02-26,BE,,
2019-03-01,UVSL,0.4999999999999998,1,2019-02-28,BE,,
2019-03-06,UVSL,0.4999999999999998,1,2019-03-05,BE,,
2019-03-08,UVSL,0.4999999999999998,1,2019-03-07,BE,,
2019-03-14,UVSL,0.4999999999999998,1,2019-03-13,BE,,
2019-03-20,UVSL,0.4999999999999998,1,2019-03-19,BE,,
