session_date,timestamp,open,high,low,close,volume
2023-01-02,2023-01-02 09:57:00,18164.95,18165.1,18158.45,18158.45,0
2023-01-02,2023-01-02 09:58:00,18158.65,18162.7,18158.65,18162.45,0
2023-01-02,2023-01-02 09:59:00,18161.4,18163.5,18160.3,18160.3,0
2023-01-02,2023-01-02 10:00:00,18161.05,18166.9,18161.05,18161.85,0
2023-01-02,2023-01-02 10:01:00,18161.1,18164.8,18160.9,18163.65,0
2023-01-02,2023-01-02 10:02:00,18164.15,18164.15,18155.25,18160.05,0
2023-01-02,2023-01-02 10:03:00,18159.3,18159.4,18154.7,18159.4,0
2023-01-02,2023-01-02 10:04:00,18159.75,18163.0,18159.15,18162.9,0
2023-01-02,2023-01-02 10:05:00,18163.75,18172.95,18163.75,18167.95,0
2023-01-02,2023-01-02 10:06:00,18168.1,18170.05,18164.7,18165.5,0
2023-01-02,2023-01-02 10:07:00,18164.7,18165.45,18162.0,18163.8,0
2023-01-02,2023-01-02 10:08:00,18164.35,18166.6,18159.5,18161.05,0
2023-01-02,2023-01-02 10:09:00,18160.9,18168.9,18159.9,18166.1,0
2023-01-02,2023-01-02 10:10:00,18166.4,18170.15,18165.25,18166.0,0
2023-01-02,2023-01-02 10:11:00,18166.6,18166.6,18162.65,18164.7,0
2023-01-02,2023-01-02 10:12:00,18165.7,18165.7,18160.3,18162.3,0
2023-01-02,2023-01-02 10:13:00,18162.3,18164.0,18160.5,18163.3,0
2023-01-02,2023-01-02 10:14:00,18163.75,18166.1,18162.9,18162.9,0
2023-01-02,2023-01-02 10:15:00,18159.4,18165.2,18156.1,18163.35,0
2023-01-02,2023-01-02 10:16:00,18162.25,18163.75,18159.1,18161.15,0
2023-01-02,2023-01-02 10:17:00,18160.45,18163.8,18160.45,18162.1,0
2023-01-02,2023-01-02 10:18:00,18161.9,18165.3,18161.85,18163.85,0
2023-01-02,2023-01-02 10:19:00,18163.8,18165.0,18161.8,18162.55,0
2023-01-02,2023-01-02 10:20:00,18163.15,18168.8,18163.15,18168.65,0
2023-01-02,2023-01-02 10:21:00,18168.25,18171.25,18167.75,18169.95,0
2023-01-02,2023-01-02 10:22:00,18169.35,18171.95,18169.15,18169.9,0
2023-01-02,2023-01-02 10:23:00,18169.65,18170.45,18166.95,18168.6,0
2023-01-02,2023-01-02 10:24:00,18168.5,18168.9,18163.7,18165.2,0
2023-01-02,2023-01-02 10:25:00,18165.0,18169.7,18165.0,18166.75,0
2023-01-02,2023-01-02 10:26:00,18166.6,18166.8,18164.05,18164.75,0
2023-01-02,2023-01-02 10:27:00,18164.2,18165.5,18162.85,18164.8,0
2023-01-02,2023-01-02 10:28:00,18163.75,18163.8,18158.2,18161.1,0
2023-01-02,2023-01-02 10:29:00,18161.15,18161.15,18155.4,18156.75,0
2023-01-02,2023-01-02 10:30:00,18157.35,18165.4,18157.35,18165.15,0
2023-01-02,2023-01-02 10:31:00,18164.35,18171.3,18163.7,18169.85,0
2023-01-02,2023-01-02 10:32:00,18169.75,18171.95,18165.7,18169.25,0
2023-01-02,2023-01-02 10:33:00,18169.15,18169.15,18162.2,18164.4,0
2023-01-02,2023-01-02 10:34:00,18164.0,18167.8,18163.5,18165.5,0
2023-01-02,2023-01-02 10:35:00,18163.95,18168.1,18162.85,18166.3,0
2023-01-02,2023-01-02 10:36:00,18167.45,18168.85,18163.4,18168.3,0
2023-01-02,2023-01-02 10:37:00,18168.6,18179.55,18168.6,18179.1,0
2023-01-02,2023-01-02 10:38:00,18179.8,18183.1,18178.95,18181.15,0
2023-01-02,2023-01-02 10:39:00,18181.2,18189.9,18181.2,18188.8,0
2023-01-02,2023-01-02 10:40:00,18188.65,18189.3,18182.6,18183.6,0
2023-01-02,2023-01-02 10:41:00,18184.25,18185.45,18182.55,18182.75,0
2023-01-02,2023-01-02 10:42:00,18183.65,18188.1,18183.65,18186.7,0
2023-01-02,2023-01-02 10:43:00,18186.6,18188.1,18182.25,18184.85,0
2023-01-02,2023-01-02 10:44:00,18184.7,18186.65,18183.75,18183.75,0
2023-01-02,2023-01-02 10:45:00,18184.15,18187.35,18182.9,18185.9,0
2023-01-02,2023-01-02 10:46:00,18185.8,18187.3,18182.15,18182.85,0
2023-01-02,2023-01-02 10:47:00,18183.0,18183.0,18170.5,18171.15,0
2023-01-02,2023-01-02 10:48:00,18170.95,18175.45,18170.95,18173.45,0
2023-01-02,2023-01-02 10:49:00,18173.15,18176.45,18172.35,18175.4,0
2023-01-02,2023-01-02 10:50:00,18175.15,18176.85,18170.6,18172.4,0
2023-01-02,2023-01-02 10:51:00,18172.55,18177.7,18171.75,18177.7,0
2023-01-02,2023-01-02 10:52:00,18177.55,18180.05,18177.1,18177.85,0
2023-01-02,2023-01-02 10:53:00,18178.55,18180.5,18175.75,18176.7,0
2023-01-02,2023-01-02 10:54:00,18177.2,18180.8,18176.95,18180.6,0
2023-01-02,2023-01-02 10:55:00,18180.3,18183.0,18180.3,18181.1,0
2023-01-02,2023-01-02 10:56:00,18181.35,18183.95,18181.35,18181.75,0
2023-01-02,2023-01-02 10:57:00,18182.9,18183.05,18179.75,18181.9,0
2023-01-02,2023-01-02 10:58:00,18181.2,18182.55,18177.05,18182.55,0
2023-01-02,2023-01-02 10:59:00,18181.5,18183.2,18180.5,18181.0,0
2023-01-02,2023-01-02 11:00:00,18181.1,18183.35,18179.3,18182.8,0
2023-01-02,2023-01-02 11:01:00,18183.05,18185.75,18182.95,18183.55,0
2023-01-02,2023-01-02 11:02:00,18184.0,18188.55,18182.05,18188.35,0
2023-01-02,2023-01-02 11:03:00,18188.3,18193.95,18186.9,18193.05,0
2023-01-02,2023-01-02 11:04:00,18193.4,18194.35,18191.55,18192.3,0
2023-01-02,2023-01-02 11:05:00,18191.35,18195.85,18191.35,18195.45,0
2023-01-02,2023-01-02 11:06:00,18195.0,18197.65,18194.4,18196.25,0
2023-01-02,2023-01-02 11:07:00,18196.1,18197.2,18193.7,18194.6,0
2023-01-02,2023-01-02 11:08:00,18194.25,18194.45,18190.65,18190.65,0
2023-01-02,2023-01-02 11:09:00,18191.9,18197.25,18191.9,18196.45,0
2023-01-02,2023-01-02 11:10:00,18196.35,18199.3,18195.2,18198.45,0
2023-01-02,2023-01-02 11:11:00,18198.4,18198.8,18196.3,18198.05,0
2023-01-02,2023-01-02 11:12:00,18198.0,18198.3,18188.4,18188.4,0
2023-01-02,2023-01-02 11:13:00,18188.85,18189.25,18186.75,18186.75,0
2023-01-02,2023-01-02 11:14:00,18186.3,18186.5,18183.9,18186.5,0
2023-01-02,2023-01-02 11:15:00,18186.1,18188.3,18184.85,18185.5,0
2023-01-02,2023-01-02 11:16:00,18185.5,18186.4,18183.45,18185.35,0
2023-01-02,2023-01-02 11:17:00,18185.0,18186.5,18184.15,18186.45,0
2023-01-02,2023-01-02 11:18:00,18186.6,18188.45,18185.35,18188.45,0
2023-01-02,2023-01-02 11:19:00,18188.3,18191.5,18188.25,18190.85,0
2023-01-02,2023-01-02 11:20:00,18191.15,18192.45,18189.45,18190.05,0
2023-01-02,2023-01-02 11:21:00,18189.85,18192.45,18189.45,18190.5,0
2023-01-02,2023-01-02 11:22:00,18188.8,18191.05,18187.7,18189.45,0
2023-01-02,2023-01-02 11:23:00,18189.35,18189.4,18187.25,18187.4,0
2023-01-02,2023-01-02 11:24:00,18187.0,18187.45,18183.6,18183.7,0
2023-01-02,2023-01-02 11:25:00,18184.55,18185.5,18182.0,18183.1,0
2023-01-02,2023-01-02 11:26:00,18183.05,18184.15,18177.2,18178.0,0
2023-01-02,2023-01-02 11:27:00,18177.6,18182.05,18177.15,18181.3,0
2023-01-02,2023-01-02 11:28:00,18181.45,18186.0,18180.25,18185.35,0
2023-01-02,2023-01-02 11:29:00,18185.25,18188.75,18183.95,18183.95,0
2023-01-02,2023-01-02 11:30:00,18183.85,18186.05,18183.2,18183.5,0
2023-01-02,2023-01-02 11:31:00,18183.65,18184.35,18182.05,18182.6,0
2023-01-02,2023-01-02 11:32:00,18183.05,18183.05,18176.9,18176.9,0
2023-01-02,2023-01-02 11:33:00,18177.15,18179.2,18175.35,18176.75,0
2023-01-02,2023-01-02 11:34:00,18175.85,18176.5,18174.1,18174.85,0
2023-01-02,2023-01-02 11:35:00,18175.15,18177.6,18173.7,18174.0,0
2023-01-02,2023-01-02 11:36:00,18174.35,18175.95,18172.25,18174.0,0
2023-01-02,2023-01-02 11:37:00,18173.7,18178.05,18173.05,18178.05,0
2023-01-02,2023-01-02 11:38:00,18177.95,18180.35,18175.9,18180.05,0
2023-01-02,2023-01-02 11:39:00,18179.4,18181.85,18177.9,18180.25,0
2023-01-02,2023-01-02 11:40:00,18180.5,18187.0,18179.3,18186.3,0
2023-01-02,2023-01-02 11:41:00,18185.45,18187.05,18184.35,18185.15,0
2023-01-02,2023-01-02 11:42:00,18184.95,18185.6,18182.6,18184.75,0
2023-01-02,2023-01-02 11:43:00,18184.65,18187.7,18183.85,18187.7,0
2023-01-02,2023-01-02 11:44:00,18187.9,18189.05,18186.0,18186.4,0
2023-01-02,2023-01-02 11:45:00,18186.6,18186.95,18182.65,18182.95,0
2023-01-02,2023-01-02 11:46:00,18183.45,18186.9,18181.9,18186.85,0
2023-01-02,2023-01-02 11:47:00,18186.95,18187.7,18184.35,18185.05,0
2023-01-02,2023-01-02 11:48:00,18184.4,18186.45,18182.9,18186.3,0
2023-01-02,2023-01-02 11:49:00,18186.05,18186.95,18181.25,18181.7,0
2023-01-02,2023-01-02 11:50:00,18182.05,18182.05,18178.35,18181.35,0
2023-01-02,2023-01-02 11:51:00,18181.2,18183.65,18175.65,18176.15,0
2023-01-02,2023-01-02 11:52:00,18173.1,18176.6,18171.25,18175.1,0
2023-01-02,2023-01-02 11:53:00,18175.1,18175.1,18172.2,18173.05,0
2023-01-02,2023-01-02 11:54:00,18172.95,18175.4,18171.95,18172.75,0
2023-01-02,2023-01-02 11:55:00,18173.55,18175.7,18172.45,18175.7,0
2023-01-02,2023-01-02 11:56:00,18176.15,18176.55,18173.0,18173.7,0
2023-01-02,2023-01-02 11:57:00,18172.35,18174.6,18172.35,18174.6,0
2023-01-02,2023-01-02 11:58:00,18173.85,18174.3,18170.5,18172.1,0
2023-01-02,2023-01-02 11:59:00,18171.15,18174.9,18171.15,18173.1,0
2023-01-02,2023-01-02 12:00:00,18172.55,18174.7,18172.05,18174.55,0
2023-01-02,2023-01-02 12:01:00,18174.5,18177.05,18173.85,18176.7,0
2023-01-02,2023-01-02 12:02:00,18176.35,18180.85,18175.65,18178.8,0
2023-01-02,2023-01-02 12:03:00,18178.75,18180.9,18177.45,18180.35,0
2023-01-02,2023-01-02 12:04:00,18180.0,18180.15,18176.9,18178.95,0
2023-01-02,2023-01-02 12:05:00,18178.75,18182.75,18178.35,18182.75,0
2023-01-02,2023-01-02 12:06:00,18182.45,18182.7,18179.5,18181.9,0
2023-01-02,2023-01-02 12:07:00,18182.15,18185.95,18179.2,18184.8,0
2023-01-02,2023-01-02 12:08:00,18184.55,18186.0,18177.9,18182.25,0
2023-01-02,2023-01-02 12:09:00,18181.85,18186.0,18180.9,18181.65,0
2023-01-02,2023-01-02 12:10:00,18182.4,18186.15,18181.0,18185.35,0
2023-01-02,2023-01-02 12:11:00,18185.8,18186.25,18183.95,18184.5,0
2023-01-02,2023-01-02 12:12:00,18184.15,18186.55,18183.3,18186.05,0
2023-01-02,2023-01-02 12:13:00,18185.9,18191.2,18185.0,18191.2,0
2023-01-02,2023-01-02 12:14:00,18190.55,18192.95,18189.45,18192.05,0
2023-01-02,2023-01-02 12:15:00,18190.65,18196.0,18190.15,18196.0,0
2023-01-02,2023-01-02 12:16:00,18192.75,18197.0,18192.0,18195.45,0
2023-01-02,2023-01-02 12:17:00,18194.35,18197.3,18193.15,18196.0,0
2023-01-02,2023-01-02 12:18:00,18195.1,18196.4,18193.5,18195.35,0
2023-01-02,2023-01-02 12:19:00,18195.05,18195.6,18191.35,18192.6,0
2023-01-02,2023-01-02 12:20:00,18193.1,18195.2,18190.95,18193.85,0
2023-01-02,2023-01-02 12:21:00,18193.45,18195.85,18192.1,18195.15,0
2023-01-02,2023-01-02 12:22:00,18195.05,18195.2,18192.85,18193.5,0
2023-01-02,2023-01-02 12:23:00,18192.95,18194.1,18189.9,18191.65,0
2023-01-02,2023-01-02 12:24:00,18191.0,18191.5,18181.65,18182.8,0
2023-01-02,2023-01-02 12:25:00,18182.7,18182.7,18166.15,18168.7,0
2023-01-02,2023-01-02 12:26:00,18168.65,18171.25,18167.35,18170.45,0
2023-01-02,2023-01-02 12:27:00,18171.25,18171.35,18164.95,18165.65,0
2023-01-02,2023-01-02 12:28:00,18165.1,18172.4,18160.05,18172.4,0
2023-01-02,2023-01-02 12:29:00,18172.15,18173.45,18166.5,18167.15,0
2023-01-02,2023-01-02 12:30:00,18166.95,18173.95,18165.25,18172.5,0
2023-01-02,2023-01-02 12:31:00,18173.1,18185.05,18171.3,18182.35,0
2023-01-02,2023-01-02 12:32:00,18184.15,18186.35,18180.6,18183.2,0
2023-01-02,2023-01-02 12:33:00,18182.45,18183.9,18179.55,18181.95,0
2023-01-02,2023-01-02 12:34:00,18180.65,18182.8,18177.8,18181.2,0
2023-01-02,2023-01-02 12:35:00,18181.6,18182.75,18178.2,18182.75,0
2023-01-02,2023-01-02 12:36:00,18182.75,18185.0,18180.15,18180.85,0
2023-01-02,2023-01-02 12:37:00,18180.4,18180.4,18175.1,18175.45,0
2023-01-02,2023-01-02 12:38:00,18175.6,18176.25,18172.75,18174.5,0
2023-01-02,2023-01-02 12:39:00,18174.75,18174.75,18167.05,18168.55,0
2023-01-02,2023-01-02 12:40:00,18168.7,18168.7,18164.55,18166.65,0
2023-01-02,2023-01-02 12:41:00,18167.0,18169.45,18165.3,18168.25,0
2023-01-02,2023-01-02 12:42:00,18167.5,18169.85,18166.1,18169.35,0
2023-01-02,2023-01-02 12:43:00,18170.05,18171.7,18167.3,18170.7,0
2023-01-02,2023-01-02 12:44:00,18171.65,18171.85,18167.35,18169.9,0
2023-01-02,2023-01-02 12:45:00,18169.9,18169.9,18166.15,18167.05,0
2023-01-02,2023-01-02 12:46:00,18166.95,18167.9,18164.2,18167.0,0
2023-01-02,2023-01-02 12:47:00,18167.0,18167.0,18164.4,18166.3,0
2023-01-02,2023-01-02 12:48:00,18166.05,18168.05,18164.9,18166.25,0
2023-01-02,2023-01-02 12:49:00,18167.0,18172.55,18166.4,18170.75,0
2023-01-02,2023-01-02 12:50:00,18171.1,18173.85,18169.3,18172.65,0
2023-01-02,2023-01-02 12:51:00,18172.35,18172.5,18168.15,18170.0,0
2023-01-02,2023-01-02 12:52:00,18169.25,18169.85,18166.3,18167.35,0
2023-01-02,2023-01-02 12:53:00,18167.0,18167.0,18162.3,18164.8,0
2023-01-02,2023-01-02 12:54:00,18164.2,18165.1,18160.45,18162.2,0
2023-01-02,2023-01-02 12:55:00,18162.05,18162.05,18157.85,18159.9,0
2023-01-02,2023-01-02 12:56:00,18159.45,18159.45,18156.65,18158.75,0
2023-01-02,2023-01-02 12:57:00,18158.4,18160.4,18156.25,18156.7,0
2023-01-02,2023-01-02 12:58:00,18156.6,18160.85,18154.05,18157.95,0
2023-01-02,2023-01-02 12:59:00,18157.75,18158.9,18154.35,18158.0,0
2023-01-02,2023-01-02 13:00:00,18158.45,18171.5,18158.05,18170.95,0
2023-01-02,2023-01-02 13:01:00,18169.7,18172.85,18164.15,18172.85,0
2023-01-02,2023-01-02 13:02:00,18172.3,18174.3,18168.3,18174.05,0
2023-01-02,2023-01-02 13:03:00,18173.7,18174.85,18169.3,18173.55,0
2023-01-02,2023-01-02 13:04:00,18173.75,18175.1,18168.3,18172.4,0
2023-01-02,2023-01-02 13:05:00,18172.65,18174.35,18171.05,18173.85,0
2023-01-02,2023-01-02 13:06:00,18173.45,18174.35,18171.2,18171.95,0
2023-01-02,2023-01-02 13:07:00,18171.9,18173.85,18171.05,18173.2,0
2023-01-02,2023-01-02 13:08:00,18173.1,18177.7,18172.3,18177.65,0
2023-01-02,2023-01-02 13:09:00,18177.65,18178.7,18173.55,18175.9,0
2023-01-02,2023-01-02 13:10:00,18176.5,18177.25,18174.65,18175.9,0
2023-01-02,2023-01-02 13:11:00,18176.05,18176.85,18174.05,18176.55,0
2023-01-02,2023-01-02 13:12:00,18176.5,18178.85,18174.25,18178.85,0
2023-01-02,2023-01-02 13:13:00,18178.75,18184.0,18177.4,18182.95,0
2023-01-02,2023-01-02 13:14:00,18182.65,18185.05,18182.0,18182.35,0
2023-01-02,2023-01-02 13:15:00,18182.25,18184.15,18180.55,18182.15,0
2023-01-02,2023-01-02 13:16:00,18182.1,18185.6,18179.85,18185.6,0
2023-01-02,2023-01-02 13:17:00,18185.35,18187.05,18183.45,18186.85,0
2023-01-02,2023-01-02 13:18:00,18186.85,18187.3,18184.2,18186.9,0
2023-01-02,2023-01-02 13:19:00,18187.0,18187.0,18184.3,18186.1,0
2023-01-02,2023-01-02 13:20:00,18185.75,18185.75,18181.9,18184.2,0
2023-01-02,2023-01-02 13:21:00,18184.3,18185.05,18180.65,18185.05,0
2023-01-02,2023-01-02 13:22:00,18183.25,18193.45,18183.15,18189.0,0
2023-01-02,2023-01-02 13:23:00,18189.0,18189.75,18183.85,18183.85,0
2023-01-02,2023-01-02 13:24:00,18185.55,18187.35,18181.85,18186.55,0
2023-01-02,2023-01-02 13:25:00,18186.35,18187.95,18180.2,18180.4,0
2023-01-02,2023-01-02 13:26:00,18180.5,18187.3,18180.5,18187.3,0
2023-01-02,2023-01-02 13:27:00,18186.35,18192.0,18185.75,18189.1,0
2023-01-02,2023-01-02 13:28:00,18188.65,18190.45,18186.0,18186.55,0
2023-01-02,2023-01-02 13:29:00,18186.25,18187.3,18181.2,18182.3,0
2023-01-02,2023-01-02 13:30:00,18182.9,18185.15,18180.4,18181.55,0
2023-01-02,2023-01-02 13:31:00,18181.6,18181.6,18172.3,18176.35,0
2023-01-02,2023-01-02 13:32:00,18176.3,18176.5,18172.3,18174.05,0
2023-01-02,2023-01-02 13:33:00,18173.25,18174.55,18171.65,18172.55,0
2023-01-02,2023-01-02 13:34:00,18172.2,18175.4,18171.45,18173.85,0
2023-01-02,2023-01-02 13:35:00,18173.7,18178.05,18171.85,18176.2,0
2023-01-02,2023-01-02 13:36:00,18176.25,18178.85,18175.15,18177.65,0
2023-01-02,2023-01-02 13:37:00,18177.7,18177.7,18173.7,18174.3,0
2023-01-02,2023-01-02 13:38:00,18175.2,18185.45,18173.2,18185.45,0
2023-01-02,2023-01-02 13:39:00,18183.8,18183.85,18177.3,18180.45,0
2023-01-02,2023-01-02 13:40:00,18180.95,18181.95,18177.95,18180.0,0
2023-01-02,2023-01-02 13:41:00,18180.0,18180.0,18176.65,18177.75,0
2023-01-02,2023-01-02 13:42:00,18177.1,18177.95,18173.05,18175.2,0
2023-01-02,2023-01-02 13:43:00,18175.05,18175.55,18171.65,18173.15,0
2023-01-02,2023-01-02 13:44:00,18173.3,18173.3,18169.6,18171.4,0
2023-01-02,2023-01-02 13:45:00,18171.9,18174.2,18169.55,18174.2,0
2023-01-02,2023-01-02 13:46:00,18173.85,18177.6,18172.6,18175.45,0
2023-01-02,2023-01-02 13:47:00,18175.4,18175.9,18172.7,18174.05,0
2023-01-02,2023-01-02 13:48:00,18173.05,18176.4,18172.4,18176.3,0
2023-01-02,2023-01-02 13:49:00,18176.8,18176.8,18172.65,18173.65,0
2023-01-02,2023-01-02 13:50:00,18172.9,18173.35,18163.4,18165.4,0
2023-01-02,2023-01-02 13:51:00,18165.7,18169.5,18164.95,18167.6,0
2023-01-02,2023-01-02 13:52:00,18167.2,18169.15,18165.75,18169.15,0
2023-01-02,2023-01-02 13:53:00,18169.1,18172.95,18167.0,18168.3,0
2023-01-02,2023-01-02 13:54:00,18168.25,18170.45,18165.15,18167.75,0
2023-01-02,2023-01-02 13:55:00,18167.9,18171.15,18166.25,18169.45,0
2023-01-02,2023-01-02 13:56:00,18169.9,18172.65,18168.85,18171.1,0
2023-01-02,2023-01-02 13:57:00,18171.35,18171.35,18167.0,18167.65,0
2023-01-02,2023-01-02 13:58:00,18168.5,18170.4,18163.65,18166.4,0
2023-01-02,2023-01-02 13:59:00,18166.3,18166.35,18162.45,18163.1,0
2023-01-02,2023-01-02 14:00:00,18162.6,18171.35,18162.6,18170.05,0
2023-01-02,2023-01-02 14:01:00,18169.45,18173.05,18165.35,18169.95,0
2023-01-02,2023-01-02 14:02:00,18169.95,18169.95,18163.0,18163.95,0
2023-01-02,2023-01-02 14:03:00,18163.45,18165.8,18157.95,18165.05,0
2023-01-02,2023-01-02 14:04:00,18164.2,18164.85,18161.15,18164.65,0
2023-01-02,2023-01-02 14:05:00,18164.8,18165.1,18160.9,18161.8,0
2023-01-02,2023-01-02 14:06:00,18161.5,18161.9,18158.8,18161.9,0
2023-01-02,2023-01-02 14:07:00,18162.0,18162.0,18158.0,18161.75,0
2023-01-02,2023-01-02 14:08:00,18162.25,18169.15,18159.0,18167.7,0
2023-01-02,2023-01-02 14:09:00,18168.05,18173.35,18165.15,18169.55,0
2023-01-02,2023-01-02 14:10:00,18169.8,18176.95,18167.5,18176.95,0
2023-01-02,2023-01-02 14:11:00,18176.35,18176.35,18169.15,18171.4,0
2023-01-02,2023-01-02 14:12:00,18172.05,18174.7,18169.85,18173.75,0
2023-01-02,2023-01-02 14:13:00,18174.15,18174.15,18168.45,18170.55,0
2023-01-02,2023-01-02 14:14:00,18170.75,18174.15,18169.95,18170.1,0
2023-01-02,2023-01-02 14:15:00,18169.95,18169.95,18144.1,18147.55,0
2023-01-02,2023-01-02 14:16:00,18147.0,18155.85,18146.7,18149.0,0
2023-01-02,2023-01-02 14:17:00,18148.45,18148.65,18135.55,18138.9,0
2023-01-02,2023-01-02 14:18:00,18139.4,18140.55,18133.55,18137.65,0
2023-01-02,2023-01-02 14:19:00,18138.4,18138.4,18133.0,18136.15,0
2023-01-02,2023-01-02 14:20:00,18135.75,18135.75,18123.2,18129.65,0
2023-01-02,2023-01-02 14:21:00,18129.15,18131.2,18124.75,18130.95,0
2023-01-02,2023-01-02 14:22:00,18130.2,18138.4,18129.95,18137.35,0
2023-01-02,2023-01-02 14:23:00,18136.55,18139.85,18135.0,18139.55,0
2023-01-02,2023-01-02 14:24:00,18139.9,18146.0,18137.75,18141.15,0
2023-01-02,2023-01-02 14:25:00,18141.6,18147.45,18138.85,18145.05,0
2023-01-02,2023-01-02 14:26:00,18144.95,18148.7,18141.9,18146.7,0
2023-01-02,2023-01-02 14:27:00,18146.45,18155.15,18145.95,18155.15,0
2023-01-02,2023-01-02 14:28:00,18154.35,18154.55,18149.55,18153.4,0
2023-01-02,2023-01-02 14:29:00,18153.15,18153.15,18146.7,18147.35,0
2023-01-02,2023-01-02 14:30:00,18147.5,18150.45,18145.05,18146.65,0
2023-01-02,2023-01-02 14:31:00,18146.0,18148.45,18144.9,18148.45,0
2023-01-02,2023-01-02 14:32:00,18148.0,18148.8,18143.8,18145.0,0
2023-01-02,2023-01-02 14:33:00,18144.8,18146.8,18143.9,18145.2,0
2023-01-02,2023-01-02 14:34:00,18145.1,18158.75,18144.15,18158.75,0
2023-01-02,2023-01-02 14:35:00,18158.8,18159.15,18152.05,18154.85,0
2023-01-02,2023-01-02 14:36:00,18153.8,18153.8,18146.65,18149.0,0
2023-01-02,2023-01-02 14:37:00,18148.8,18150.35,18146.35,18148.05,0
2023-01-02,2023-01-02 14:38:00,18148.0,18155.55,18145.85,18154.25,0
2023-01-02,2023-01-02 14:39:00,18153.9,18159.1,18152.9,18155.9,0
2023-01-02,2023-01-02 14:40:00,18155.6,18157.0,18151.25,18154.1,0
2023-01-02,2023-01-02 14:41:00,18153.25,18158.1,18151.65,18157.45,0
2023-01-02,2023-01-02 14:42:00,18156.8,18164.05,18156.45,18162.45,0
2023-01-02,2023-01-02 14:43:00,18162.55,18162.75,18159.05,18160.7,0
2023-01-02,2023-01-02 14:44:00,18160.9,18160.9,18154.6,18156.7,0
2023-01-02,2023-01-02 14:45:00,18156.05,18158.65,18153.8,18158.35,0
2023-01-02,2023-01-02 14:46:00,18157.85,18185.35,18156.0,18185.3,0
